REGION,TECHNOLOGY,VALUE
RE1,CA_DEMRESELCAIR_PAR_LOW_URB,1.0
RE1,CA_DEMRESELCAIR_PAR_MID_RUR,1.0
RE1,CA_DEMRESELCAIR_PAR_MID_URB,1.0
RE1,CA_DEMRESELCAIR_POR_HIG_RUR,1.0
RE1,CA_DEMRESELCAIR_POR_HIG_URB,1.0
RE1,CA_DEMRESELCAIR_POR_LOW_RUR,1.0
RE1,CA_DEMRESELCAIR_POR_LOW_URB,1.0
RE1,CA_DEMRESELCAIR_POR_MID_RUR,1.0
RE1,CA_DEMRESELCAIR_POR_MID_URB,1.0
RE1,CA_DEMRESELCAIR_SPL_HIG_RUR,1.0
RE1,CA_DEMRESELCAIR_SPL_HIG_URB,1.0
RE1,CA_DEMRESELCAIR_SPL_LOW_RUR,1.0
RE1,CA_DEMRESELCAIR_SPL_LOW_URB,1.0
RE1,CA_DEMRESELCAIR_SPL_MID_RUR,1.0
RE1,CA_DEMRESELCAIR_SPL_MID_URB,1.0
RE1,CA_DEMRESELCCKN_HIG_RUR,1.0
RE1,CA_DEMRESELCCKN_HIG_URB,1.0
RE1,CA_DEMRESELCCKN_LOW_RUR,1.0
RE1,CA_DEMRESELCCKN_LOW_URB,1.0
RE1,CA_DEMRESELCCKN_MID_RUR,1.0
RE1,CA_DEMRESELCCKN_MID_URB,1.0
RE1,CA_DEMRESELCFAN_HIG_RUR,1.0
RE1,CA_DEMRESELCFAN_HIG_URB,1.0
RE1,CA_DEMRESELCFAN_LOW_RUR,1.0
RE1,CA_DEMRESELCFAN_LOW_URB,1.0
RE1,CA_DEMRESELCFAN_MID_RUR,1.0
RE1,CA_DEMRESELCFAN_MID_URB,1.0
RE1,CA_DEMRESELCILU_HIG_RUR,1.0
RE1,CA_DEMRESELCILU_HIG_URB,1.0
RE1,CA_DEMRESELCILU_INC_RUR,1.0
RE1,CA_DEMRESELCILU_INC_URB,1.0
RE1,CA_DEMRESELCILU_LFC_RUR,1.0
RE1,CA_DEMRESELCILU_LFC_URB,1.0
RE1,CA_DEMRESELCILU_LOW_RUR,1.0
RE1,CA_DEMRESELCILU_LOW_URB,1.0
RE1,CA_DEMRESELCILU_MID_RUR,1.0
RE1,CA_DEMRESELCILU_MID_URB,1.0
RE1,CA_DEMRESELCOTH_HIG_RUR,1.0
RE1,CA_DEMRESELCOTH_HIG_URB,1.0
RE1,CA_DEMRESELCOTH_LOW_RUR,1.0
RE1,CA_DEMRESELCOTH_LOW_URB,1.0
RE1,CA_DEMRESELCOTH_MID_RUR,1.0
RE1,CA_DEMRESELCOTH_MID_URB,1.0
RE1,CA_DEMRESELCREF_HIG_RUR,1.0
RE1,CA_DEMRESELCREF_HIG_URB,1.0
RE1,CA_DEMRESELCREF_LOW_RUR,1.0
RE1,CA_DEMRESELCREF_LOW_URB,1.0
RE1,CA_DEMRESELCREF_MID_RUR,1.0
RE1,CA_DEMRESELCREF_MID_URB,1.0
RE1,CA_DEMRESELCTV_CRT_RUR,1.0
RE1,CA_DEMRESELCTV_CRT_URB,1.0
RE1,CA_DEMRESELCTV_HIG_RUR,1.0
RE1,CA_DEMRESELCTV_HIG_URB,1.0
RE1,CA_DEMRESELCTV_LOW_RUR,1.0
RE1,CA_DEMRESELCTV_LOW_URB,1.0
RE1,CA_DEMRESELCTV_MID_RUR,1.0
RE1,CA_DEMRESELCTV_MID_URB,1.0
RE1,CA_DEMRESELCWHT_DUC_HIG_RUR,1.0
RE1,CA_DEMRESELCWHT_DUC_HIG_URB,1.0
RE1,CA_DEMRESELCWHT_DUC_LOW_RUR,1.0
RE1,CA_DEMRESELCWHT_DUC_LOW_URB,1.0
RE1,CA_DEMRESELCWHT_DUC_MID_RUR,1.0
RE1,CA_DEMRESELCWHT_DUC_MID_URB,1.0
RE1,CA_DEMRESELCWHT_PAS_HIG_RUR,1.0
RE1,CA_DEMRESELCWHT_PAS_HIG_URB,1.0
RE1,CA_DEMRESELCWHT_PAS_LOW_RUR,1.0
RE1,CA_DEMRESELCWHT_PAS_LOW_URB,1.0
RE1,CA_DEMRESELCWHT_PAS_MID_RUR,1.0
RE1,CA_DEMRESELCWHT_PAS_MID_URB,1.0
RE1,CA_DEMRESELCWHT_TAN_HIG_RUR,1.0
RE1,CA_DEMRESELCWHT_TAN_HIG_URB,1.0
RE1,CA_DEMRESELCWHT_TAN_LOW_RUR,1.0
RE1,CA_DEMRESELCWHT_TAN_LOW_URB,1.0
RE1,CA_DEMRESELCWHT_TAN_MID_RUR,1.0
RE1,CA_DEMRESELCWHT_TAN_MID_URB,1.0
RE1,CA_DEMRESELCWSH_HIG_RUR,1.0
RE1,CA_DEMRESELCWSH_HIG_URB,1.0
RE1,CA_DEMRESELCWSH_LOW_RUR,1.0
RE1,CA_DEMRESELCWSH_LOW_URB,1.0
RE1,CA_DEMRESELCWSH_MID_RUR,1.0
RE1,CA_DEMRESELCWSH_MID_URB,1.0
RE1,CA_DEMRESLPGCKN_HIG_RUR,1.0
RE1,CA_DEMRESLPGCKN_HIG_URB,1.0
RE1,CA_DEMRESLPGCKN_LOW_RUR,1.0
RE1,CA_DEMRESLPGCKN_LOW_URB,1.0
RE1,CA_DEMRESLPGCKN_MID_RUR,1.0
RE1,CA_DEMRESLPGCKN_MID_URB,1.0
RE1,CA_DEMRESNGSCKN_HIG_RUR,1.0
RE1,CA_DEMRESNGSCKN_HIG_URB,1.0
RE1,CA_DEMRESNGSCKN_LOW_RUR,1.0
RE1,CA_DEMRESNGSCKN_LOW_URB,1.0
RE1,CA_DEMRESNGSCKN_MID_RUR,1.0
RE1,CA_DEMRESNGSCKN_MID_URB,1.0
RE1,CA_DEMRESNGSWHT_FOR_HIG_RUR,1.0
RE1,CA_DEMRESNGSWHT_FOR_HIG_URB,1.0
RE1,CA_DEMRESNGSWHT_FOR_LOW_RUR,1.0
RE1,CA_DEMRESNGSWHT_FOR_LOW_URB,1.0
RE1,CA_DEMRESNGSWHT_FOR_MID_RUR,1.0
RE1,CA_DEMRESNGSWHT_FOR_MID_URB,1.0
RE1,CA_DEMRESNGSWHT_NAT_HIG_RUR,1.0
RE1,CA_DEMRESNGSWHT_NAT_HIG_URB,1.0
RE1,CA_DEMRESNGSWHT_NAT_LOW_RUR,1.0
RE1,CA_DEMRESNGSWHT_NAT_LOW_URB,1.0
RE1,CA_DEMRESNGSWHT_NAT_MID_RUR,1.0
RE1,CA_DEMRESNGSWHT_NAT_MID_URB,1.0
RE1,CA_DEMRESWOOCKN_HIG_RUR,1.0
RE1,CA_DEMRESWOOCKN_HIG_URB,1.0
RE1,CA_DEMRESWOOCKN_LOW_RUR,1.0
RE1,CA_DEMRESWOOCKN_LOW_URB,1.0
RE1,CA_DEMRESWOOCKN_MID_RUR,1.0
RE1,CA_DEMRESWOOCKN_MID_URB,1.0
RE1,CA_DEMRES_MEDPVA_URB,1.0
RE1,CA_DEMTERBGSCKN_HIG,1.0
RE1,CA_DEMTERBGSCKN_LOW,1.0
RE1,CA_DEMTERBGSCKN_MID,1.0
RE1,CA_DEMTERELCACL_HIG,1.0
RE1,CA_DEMTERELCACL_LOW,1.0
RE1,CA_DEMTERELCACL_MID,1.0
RE1,CA_DEMTERELCAIR_CEN_HIG,1.0
RE1,CA_DEMTERELCAIR_CEN_LOW,1.0
RE1,CA_DEMTERELCAIR_CEN_MID,1.0
RE1,CA_DEMTERELCAIR_SPL_HIG,1.0
RE1,CA_DEMTERELCAIR_SPL_LOW,1.0
RE1,CA_DEMTERELCAIR_SPL_MID,1.0
RE1,CA_DEMTERELCCKN_HIG,1.0
RE1,CA_DEMTERELCCKN_LOW,1.0
RE1,CA_DEMTERELCCKN_MID,1.0
RE1,CA_DEMTERELCDATA,1.0
RE1,CA_DEMTERELCFAN_HIG,1.0
RE1,CA_DEMTERELCFAN_LOW,1.0
RE1,CA_DEMTERELCFAN_MID,1.0
RE1,CA_DEMTERELCILU_CIA,1.0
RE1,CA_DEMTERELCILU_HAL,1.0
RE1,CA_DEMTERELCILU_HIG,1.0
RE1,CA_DEMTERELCILU_LFC,1.0
RE1,CA_DEMTERELCILU_LOW,1.0
RE1,CA_DEMTERELCILU_MID,1.0
RE1,CA_DEMTERELCILU_VAP,1.0
RE1,CA_DEMTERELCMPW_HIG,1.0
RE1,CA_DEMTERELCMPW_LOW,1.0
RE1,CA_DEMTERELCMPW_MID,1.0
RE1,CA_DEMTERELCOTH_HIG,1.0
RE1,CA_DEMTERELCOTH_LOW,1.0
RE1,CA_DEMTERELCOTH_MID,1.0
RE1,CA_DEMTERELCREF_AUC_HIG,1.0
RE1,CA_DEMTERELCREF_AUC_LOW,1.0
RE1,CA_DEMTERELCREF_AUC_MID,1.0
RE1,CA_DEMTERELCREF_CEN_HIG,1.0
RE1,CA_DEMTERELCREF_CEN_LOW,1.0
RE1,CA_DEMTERELCREF_CEN_MID,1.0
RE1,CA_DEMTERLPGCKN_HIG,1.0
RE1,CA_DEMTERLPGCKN_LOW,1.0
RE1,CA_DEMTERLPGCKN_MID,1.0
RE1,CA_DEMTERNGSCKN_HIG,1.0
RE1,CA_DEMTERNGSCKN_LOW,1.0
RE1,CA_DEMTERNGSCKN_MID,1.0
RE1,CA_DEMTRADSLBOT,1.0
RE1,CA_DEMTRADSLBUS_ART,1.0
RE1,CA_DEMTRADSLBUS_BIA,1.0
RE1,CA_DEMTRADSLBUS_IMU,1.0
RE1,CA_DEMTRADSLBUS_URB,1.0
RE1,CA_DEMTRADSLFWD,1.0
RE1,CA_DEMTRADSLLDV,1.0
RE1,CA_DEMTRADSLMIC,1.0
RE1,CA_DEMTRADSLSHP,1.0
RE1,CA_DEMTRADSLSTT,1.0
RE1,CA_DEMTRADSLTAX,1.0
RE1,CA_DEMTRADSLTCK_C2P,1.0
RE1,CA_DEMTRADSLTCK_CSG,1.0
RE1,CA_DEMTRAELCBOT,1.0
RE1,CA_DEMTRAELCBUS_ART,1.0
RE1,CA_DEMTRAELCBUS_BIA,1.0
RE1,CA_DEMTRAELCBUS_IMU,1.0
RE1,CA_DEMTRAELCBUS_URB,1.0
RE1,CA_DEMTRAELCFWD,1.0
RE1,CA_DEMTRAELCLDV,1.0
RE1,CA_DEMTRAELCMIC,1.0
RE1,CA_DEMTRAELCMTC,1.0
RE1,CA_DEMTRAELCSTT,1.0
RE1,CA_DEMTRAELCTAX,1.0
RE1,CA_DEMTRAELCTCK_C2P,1.0
RE1,CA_DEMTRAELCTCK_CSG,1.0
RE1,CA_DEMTRAFOLSHP,1.0
RE1,CA_DEMTRAGSLBOT,1.0
RE1,CA_DEMTRAGSLBUS_IMU,1.0
RE1,CA_DEMTRAGSLBUS_URB,1.0
RE1,CA_DEMTRAGSLFWD,1.0
RE1,CA_DEMTRAGSLLDV,1.0
RE1,CA_DEMTRAGSLMIC,1.0
RE1,CA_DEMTRAGSLMTC,1.0
RE1,CA_DEMTRAGSLSTT,1.0
RE1,CA_DEMTRAGSLTAX,1.0
RE1,CA_DEMTRAGSLTCK_C2P,1.0
RE1,CA_DEMTRAHDGBUS_IMU,1.0
RE1,CA_DEMTRAHDGBUS_URB,1.0
RE1,CA_DEMTRAHDGFWD,1.0
RE1,CA_DEMTRAHDGLDV,1.0
RE1,CA_DEMTRAHDGMIC,1.0
RE1,CA_DEMTRAHDGSTT,1.0
RE1,CA_DEMTRAHDGTAX,1.0
RE1,CA_DEMTRAHDGTCK_CSG,1.0
RE1,CA_DEMTRAHEVFWD,1.0
RE1,CA_DEMTRAHEVLDV,1.0
RE1,CA_DEMTRAJETAVI,1.0
RE1,CA_DEMTRAJETSAFAVI,1.0
RE1,CA_DEMTRANGSBUS_ART,1.0
RE1,CA_DEMTRANGSBUS_BIA,1.0
RE1,CA_DEMTRANGSBUS_IMU,1.0
RE1,CA_DEMTRANGSBUS_URB,1.0
RE1,CA_DEMTRANGSFWD,1.0
RE1,CA_DEMTRANGSLDV,1.0
RE1,CA_DEMTRANGSMIC,1.0
RE1,CA_DEMTRANGSSTT,1.0
RE1,CA_DEMTRANGSTAX,1.0
RE1,CA_DEMTRANGSTCK_C2P,1.0
RE1,CA_DEMTRANGSTCK_CSG,1.0
RE1,CA_DEMTRAPHEVFWD,1.0
RE1,CA_DEMTRAPHEVLDV,1.0
RE1,CA_DEMTRAPHEVTAX,1.0
RE1,CA_EXPCOA,1.0
RE1,CA_EXPOIL_1LIV,1.0
RE1,CA_EXPOIL_2MED,1.0
RE1,CA_EXPOIL_3PES,1.0
RE1,CA_IMPBET,1.0
RE1,CA_IMPDSL,1.0
RE1,CA_IMPFOL,1.0
RE1,CA_IMPGSL,1.0
RE1,CA_IMPJET,1.0
RE1,CA_IMPLNG,1.0
RE1,CA_IMPLPG,1.0
RE1,CA_IMPOIL_1LIV,1.0
RE1,CA_IMPOIL_2MED,1.0
RE1,CA_IMPOIL_3PES,1.0
RE1,CA_IMPURN,1.0
RE1,CA_MINAFR,1.0
RE1,CA_MINCOA,1.0
RE1,CA_MINNGS,1.0
RE1,CA_MINOIL_1LIV,1.0
RE1,CA_MINOIL_2MED,1.0
RE1,CA_MINOIL_3PES,1.0
RE1,CA_MINOPL,1.0
RE1,CA_MINWAS,1.0
RE1,CA_MINWAS_ORG,1.0
RE1,CA_MINWOO,1.0
RE1,CA_PWRAFR,1.0
RE1,CA_PWRBGS,1.0
RE1,CA_PWRCOA,1.0
RE1,CA_PWRCOACCS,1.0
RE1,CA_PWRCSP,1.0
RE1,CA_PWRDIST,1.0
RE1,CA_PWRFOL,1.0
RE1,CA_PWRHYDDAM,1.0
RE1,CA_PWRHYDROR,1.0
RE1,CA_PWRLPG,1.0
RE1,CA_PWRNGSCCS,1.0
RE1,CA_PWRNGS_CC,1.0
RE1,CA_PWRNGS_CS,1.0
RE1,CA_PWRNUC,1.0
RE1,CA_PWRSOLRTP,1.0
RE1,CA_PWRSOLUGE,1.0
RE1,CA_PWRSOLUGE_BAT,1.0
RE1,CA_PWRSOLUPE,1.0
RE1,CA_PWRTRN,1.0
RE1,CA_PWRWAS,1.0
RE1,CA_PWRWNDOFS_FIX,1.0
RE1,CA_PWRWNDOFS_FLO,1.0
RE1,CA_PWRWNDONS,1.0
RE1,CA_TYDBDL,1.0
RE1,CA_TYDBET,1.0
RE1,CA_TYDDSL,1.0
RE1,CA_TYDGSL,1.0
RE1,CA_TYDJET,1.0
RE1,CA_TYDLPG,1.0
RE1,CA_TYDNGS,1.0
RE1,CA_UPSALK,1.0
RE1,CA_UPSBDB,1.0
RE1,CA_UPSBDL,1.0
RE1,CA_UPSBGB,1.0
RE1,CA_UPSBGS,1.0
RE1,CA_UPSBJS,1.0
RE1,CA_UPSBMET,1.0
RE1,CA_UPSBMETL,1.0
RE1,CA_UPSEVC,1.0
RE1,CA_UPSEV_FC,1.0
RE1,CA_UPSHDGRST,1.0
RE1,CA_UPSPEM,1.0
RE1,CA_UPSREF,1.0
RE1,CA_UPSREG,1.0
RE1,CA_UPSSAF,1.0
RE1,CA_UPSSMR,1.0
RE1,CA_UPSSMRCCS,1.0
RE1,IN_BACKSTOP_AGFELC,1.0
RE1,IN_BACKSTOP_AGFHEA,1.0
RE1,IN_BACKSTOP_RESCLIM,1.0
RE1,IN_BACKSTOP_RESDHT,1.0
RE1,IN_BACKSTOP_RESOTH,1.0
RE1,IN_BACKSTOP_RESREF,1.0
RE1,IN_BACKSTOP_TERCLIM_CEN,1.0
RE1,IN_BACKSTOP_TERCLIM_FAN,1.0
RE1,IN_BACKSTOP_TERCLIM_SPL,1.0
RE1,IN_BACKSTOP_TERDHT,1.0
RE1,IN_BACKSTOP_TEROTH,1.0
RE1,IN_BACKSTOP_TERREF_AUC,1.0
RE1,IN_BACKSTOP_TERREF_CEN,1.0
RE1,IN_BACKSTOP_TRAAVI,1.0
RE1,IN_BACKSTOP_TRAFWD,1.0
RE1,IN_BACKSTOP_TRALDV,1.0
RE1,IN_BACKSTOP_TRAMIC,1.0
RE1,IN_BACKSTOP_TRAMRT,1.0
RE1,IN_BACKSTOP_TRAMTC,1.0
RE1,IN_BACKSTOP_TRATAX,1.0
RE1,IN_BACKSTOP_TRATCK,1.0
RE1,IN_DEMAGFDSL,1.0
RE1,IN_DEMAGFELC,1.0
RE1,IN_DEMAGFGSL,1.0
RE1,IN_DEMAGFWOO,1.0
RE1,IN_DEMOTHDSL,1.0
RE1,IN_DEMOTHELC,1.0
RE1,IN_DEMOTHGSL,1.0
RE1,IN_DEMRESELCAIR_PAR_HIG,1.0
RE1,IN_DEMRESELCAIR_PAR_LOW,1.0
RE1,IN_DEMRESELCAIR_PAR_MID,1.0
RE1,IN_DEMRESELCAIR_POR_HIG,1.0
RE1,IN_DEMRESELCAIR_POR_LOW,1.0
RE1,IN_DEMRESELCAIR_POR_MID,1.0
RE1,IN_DEMRESELCAIR_SPL_HIG,1.0
RE1,IN_DEMRESELCAIR_SPL_LOW,1.0
RE1,IN_DEMRESELCAIR_SPL_MID,1.0
RE1,IN_DEMRESELCCKN_HIG,1.0
RE1,IN_DEMRESELCCKN_LOW,1.0
RE1,IN_DEMRESELCCKN_MID,1.0
RE1,IN_DEMRESELCFAN_HIG,1.0
RE1,IN_DEMRESELCFAN_LOW,1.0
RE1,IN_DEMRESELCFAN_MID,1.0
RE1,IN_DEMRESELCOTH_HIG,1.0
RE1,IN_DEMRESELCOTH_LOW,1.0
RE1,IN_DEMRESELCOTH_MID,1.0
RE1,IN_DEMRESELCREF_HIG,1.0
RE1,IN_DEMRESELCREF_LOW,1.0
RE1,IN_DEMRESELCREF_MID,1.0
RE1,IN_DEMRESLPGCKN_HIG,1.0
RE1,IN_DEMRESLPGCKN_LOW,1.0
RE1,IN_DEMRESLPGCKN_MID,1.0
RE1,IN_DEMRESWOOCKN_HIG,1.0
RE1,IN_DEMRESWOOCKN_LOW,1.0
RE1,IN_DEMRESWOOCKN_MID,1.0
RE1,IN_DEMTERELCAIR_CEN_HIG,1.0
RE1,IN_DEMTERELCAIR_CEN_LOW,1.0
RE1,IN_DEMTERELCAIR_CEN_MID,1.0
RE1,IN_DEMTERELCAIR_SPL_HIG,1.0
RE1,IN_DEMTERELCAIR_SPL_LOW,1.0
RE1,IN_DEMTERELCAIR_SPL_MID,1.0
RE1,IN_DEMTERELCCKN_HIG,1.0
RE1,IN_DEMTERELCCKN_LOW,1.0
RE1,IN_DEMTERELCCKN_MID,1.0
RE1,IN_DEMTERELCFAN_HIG,1.0
RE1,IN_DEMTERELCFAN_LOW,1.0
RE1,IN_DEMTERELCFAN_MID,1.0
RE1,IN_DEMTERELCOTH_HIG,1.0
RE1,IN_DEMTERELCOTH_LOW,1.0
RE1,IN_DEMTERELCOTH_MID,1.0
RE1,IN_DEMTERELCREF_AUC_HIG,1.0
RE1,IN_DEMTERELCREF_AUC_LOW,1.0
RE1,IN_DEMTERELCREF_AUC_MID,1.0
RE1,IN_DEMTERELCREF_CEN_HIG,1.0
RE1,IN_DEMTERELCREF_CEN_LOW,1.0
RE1,IN_DEMTERELCREF_CEN_MID,1.0
RE1,IN_DEMTERLPGCKN_HIG,1.0
RE1,IN_DEMTERLPGCKN_LOW,1.0
RE1,IN_DEMTERLPGCKN_MID,1.0
RE1,IN_DEMTRADSLFWD,1.0
RE1,IN_DEMTRADSLLDV,1.0
RE1,IN_DEMTRADSLMIC,1.0
RE1,IN_DEMTRADSLSHP,1.0
RE1,IN_DEMTRADSLTAX,1.0
RE1,IN_DEMTRADSLTCK_C2P,1.0
RE1,IN_DEMTRADSLTCK_CSG,1.0
RE1,IN_DEMTRAELCFWD,1.0
RE1,IN_DEMTRAELCLDV,1.0
RE1,IN_DEMTRAELCMIC,1.0
RE1,IN_DEMTRAELCMOT,1.0
RE1,IN_DEMTRAELCTAX,1.0
RE1,IN_DEMTRAELCTCK_C2P,1.0
RE1,IN_DEMTRAELCTCK_CSG,1.0
RE1,IN_DEMTRAFOLSHP,1.0
RE1,IN_DEMTRAGSLFWD,1.0
RE1,IN_DEMTRAGSLLDV,1.0
RE1,IN_DEMTRAGSLMIC,1.0
RE1,IN_DEMTRAGSLMOT,1.0
RE1,IN_DEMTRAGSLTAX,1.0
RE1,IN_DEMTRAGSLTCK_C2P,1.0
RE1,IN_DEMTRAHEVFWD,1.0
RE1,IN_DEMTRAHEVLDV,1.0
RE1,IN_DEMTRAJETAVI,1.0
RE1,IN_DEMTRAJETSAFAVI,1.0
RE1,IN_DEMTRAPHEVFWD,1.0
RE1,IN_DEMTRAPHEVLDV,1.0
RE1,IN_DEMTRAPHEVTAX,1.0
RE1,IN_MINNGS,1.0
RE1,IN_MINWOO,1.0
RE1,IN_PWRSOLRTP_ZNI,1.0
RE1,IN_PWRSTD,1.0
RE1,IN_TYDDSL,1.0
RE1,IN_TYDGSL,1.0
RE1,IN_TYDJET,1.0
RE1,IN_TYDLPG,1.0
RE1,IN_UPSBJS,1.0
RE1,IN_UPSEVC,1.0
RE1,IN_UPSEV_FC,1.0
RE1,NE_BACKSTOP_AGFELC,1.0
RE1,NE_BACKSTOP_AGFHEA,1.0
RE1,NE_BACKSTOP_INDCLIM,1.0
RE1,NE_BACKSTOP_INDDHT,1.0
RE1,NE_BACKSTOP_INDIHT,1.0
RE1,NE_BACKSTOP_INDILU,1.0
RE1,NE_BACKSTOP_INDMPW,1.0
RE1,NE_BACKSTOP_INDOTH_COA,1.0
RE1,NE_BACKSTOP_INDOTH_ELC,1.0
RE1,NE_BACKSTOP_INDREF,1.0
RE1,NE_BACKSTOP_NSEELC,1.0
RE1,NE_BACKSTOP_RESCLIM_RUR,1.0
RE1,NE_BACKSTOP_RESCLIM_URB,1.0
RE1,NE_BACKSTOP_RESDHT_RUR,1.0
RE1,NE_BACKSTOP_RESDHT_URB,1.0
RE1,NE_BACKSTOP_RESILU_RUR,1.0
RE1,NE_BACKSTOP_RESILU_URB,1.0
RE1,NE_BACKSTOP_RESOTH_RUR,1.0
RE1,NE_BACKSTOP_RESOTH_URB,1.0
RE1,NE_BACKSTOP_RESREF_RUR,1.0
RE1,NE_BACKSTOP_RESREF_URB,1.0
RE1,NE_BACKSTOP_RESTV_RUR,1.0
RE1,NE_BACKSTOP_RESTV_URB,1.0
RE1,NE_BACKSTOP_RESWHT_RUR,1.0
RE1,NE_BACKSTOP_RESWHT_URB,1.0
RE1,NE_BACKSTOP_RESWSH_RUR,1.0
RE1,NE_BACKSTOP_RESWSH_URB,1.0
RE1,NE_BACKSTOP_TERCLIM_CEN,1.0
RE1,NE_BACKSTOP_TERCLIM_FAN,1.0
RE1,NE_BACKSTOP_TERCLIM_SPL,1.0
RE1,NE_BACKSTOP_TERDHT,1.0
RE1,NE_BACKSTOP_TERIHT,1.0
RE1,NE_BACKSTOP_TERILU,1.0
RE1,NE_BACKSTOP_TERMPW,1.0
RE1,NE_BACKSTOP_TEROTH,1.0
RE1,NE_BACKSTOP_TERREF_AUC,1.0
RE1,NE_BACKSTOP_TERREF_CEN,1.0
RE1,NE_BACKSTOP_TRAAVI,1.0
RE1,NE_BACKSTOP_TRABUS,1.0
RE1,NE_BACKSTOP_TRAFWD,1.0
RE1,NE_BACKSTOP_TRALDV,1.0
RE1,NE_BACKSTOP_TRAMAS,1.0
RE1,NE_BACKSTOP_TRAMIC,1.0
RE1,NE_BACKSTOP_TRAMTC,1.0
RE1,NE_BACKSTOP_TRARVT,1.0
RE1,NE_BACKSTOP_TRASTT,1.0
RE1,NE_BACKSTOP_TRATAX,1.0
RE1,NE_BACKSTOP_TRATCK,1.0
RE1,NE_DEMAGFDSL,1.0
RE1,NE_DEMAGFELC,1.0
RE1,NE_DEMAGFGSL,1.0
RE1,NE_DEMAGFNGS,1.0
RE1,NE_DEMAGFWOO,1.0
RE1,NE_DEMCONSDSL,1.0
RE1,NE_DEMCONSELC,1.0
RE1,NE_DEMCONSGSL,1.0
RE1,NE_DEMCONSNGS,1.0
RE1,NE_DEMCOQDSL,1.0
RE1,NE_DEMCOQELC,1.0
RE1,NE_DEMCOQGSL,1.0
RE1,NE_DEMINDAUTBOI,1.0
RE1,NE_DEMINDAUTFUR,1.0
RE1,NE_DEMINDBGSBOI_HIG,1.0
RE1,NE_DEMINDBGSBOI_LOW,1.0
RE1,NE_DEMINDBGSBOI_MID,1.0
RE1,NE_DEMINDBGSFUR_HIG,1.0
RE1,NE_DEMINDBGSFUR_LOW,1.0
RE1,NE_DEMINDBGSFUR_MID,1.0
RE1,NE_DEMINDCOABOI_HIG,1.0
RE1,NE_DEMINDCOABOI_LOW,1.0
RE1,NE_DEMINDCOABOI_MID,1.0
RE1,NE_DEMINDCOAFUR_HIG,1.0
RE1,NE_DEMINDCOAFUR_LOW,1.0
RE1,NE_DEMINDCOAFUR_MID,1.0
RE1,NE_DEMINDCOAOTH_LOW,1.0
RE1,NE_DEMINDDSLBOI_HIG,1.0
RE1,NE_DEMINDDSLBOI_LOW,1.0
RE1,NE_DEMINDDSLBOI_MID,1.0
RE1,NE_DEMINDDSLFUR_HIG,1.0
RE1,NE_DEMINDDSLFUR_LOW,1.0
RE1,NE_DEMINDDSLFUR_MID,1.0
RE1,NE_DEMINDELCAIR_HIG,1.0
RE1,NE_DEMINDELCAIR_LOW,1.0
RE1,NE_DEMINDELCAIR_MID,1.0
RE1,NE_DEMINDELCBOI_HIG,1.0
RE1,NE_DEMINDELCBOI_LOW,1.0
RE1,NE_DEMINDELCBOI_MID,1.0
RE1,NE_DEMINDELCFUR_HIG,1.0
RE1,NE_DEMINDELCFUR_LOW,1.0
RE1,NE_DEMINDELCFUR_MID,1.0
RE1,NE_DEMINDELCILU_HIG,1.0
RE1,NE_DEMINDELCILU_LOW,1.0
RE1,NE_DEMINDELCILU_MID,1.0
RE1,NE_DEMINDELCMPW_HIG,1.0
RE1,NE_DEMINDELCMPW_LOW,1.0
RE1,NE_DEMINDELCMPW_MID,1.0
RE1,NE_DEMINDELCOTH_HIG,1.0
RE1,NE_DEMINDELCOTH_LOW,1.0
RE1,NE_DEMINDELCOTH_MID,1.0
RE1,NE_DEMINDELCREF_HIG,1.0
RE1,NE_DEMINDELCREF_LOW,1.0
RE1,NE_DEMINDELCREF_MID,1.0
RE1,NE_DEMINDHDGBOI_HIG,1.0
RE1,NE_DEMINDHDGBOI_LOW,1.0
RE1,NE_DEMINDLPGBOI_HIG,1.0
RE1,NE_DEMINDLPGBOI_LOW,1.0
RE1,NE_DEMINDLPGBOI_MID,1.0
RE1,NE_DEMINDLPGFUR_HIG,1.0
RE1,NE_DEMINDLPGFUR_LOW,1.0
RE1,NE_DEMINDLPGFUR_MID,1.0
RE1,NE_DEMINDNGSBOI_HIG,1.0
RE1,NE_DEMINDNGSBOI_LOW,1.0
RE1,NE_DEMINDNGSBOI_MID,1.0
RE1,NE_DEMINDNGSFURCSS,1.0
RE1,NE_DEMINDNGSFUR_HIG,1.0
RE1,NE_DEMINDNGSFUR_LOW,1.0
RE1,NE_DEMINDNGSFUR_MID,1.0
RE1,NE_DEMINDWASBOI_HIG,1.0
RE1,NE_DEMINDWASBOI_LOW,1.0
RE1,NE_DEMINDWASBOI_MID,1.0
RE1,NE_DEMINDWASFUR_HIG,1.0
RE1,NE_DEMINDWASFUR_LOW,1.0
RE1,NE_DEMINDWASFUR_MID,1.0
RE1,NE_DEMMINIDSL,1.0
RE1,NE_DEMMINIELC,1.0
RE1,NE_DEMMINIGSL,1.0
RE1,NE_DEMMININGS,1.0
RE1,NE_DEMNGSAUT,1.0
RE1,NE_DEMNSEELC,1.0
RE1,NE_DEMRESBGSCKN_MID_RUR,1.0
RE1,NE_DEMRESELCAIR_PAR_HIG_RUR,1.0
RE1,NE_DEMRESELCAIR_PAR_HIG_URB,1.0
RE1,NE_DEMRESELCAIR_PAR_LOW_RUR,1.0
